AGE,GENDER,POLICYSTATUS,CATEGORY,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
70,1,0,1,1,20,1.05,1.46,4890000,2807717.4
52,1,0,1,1,29,1.15,1.46,5100000,2805000
50,1,0,1,1,26,1.05,1.46,4800000,2790642.6
67,1,0,1,1,17,1.05,1.46,4770000,2780739.6
63,1,0,1,1,15,1.05,1.46,5000000,2780587.8
51,1,0,1,1,30,1.05,1.46,4800000,2778702.6
56,1,0,1,1,28,1.05,1.46,4700000,2775028.8
55,1,0,1,1,29,1.05,1.46,4800000,2767884
59,1,0,1,1,24,1.15,1.46,6500000,2762500.2
61,1,0,1,1,18,1.05,1.46,4600000,2760000
63,1,0,1,1,16,1.15,1.46,4800000,2760000
59,1,0,1,1,23,1.05,1.46,5000000,2757244.2
70,1,0,1,1,20,1.15,1.46,5800000,2755000.2
64,1,0,1,1,16,1.05,1.46,4650000,2754879
59,1,0,1,1,28,1.05,1.46,4700000,2752560
67,1,0,1,1,17,1.15,1.46,5000000,2749999.8
52,1,0,1,1,20,1.15,1.46,5000000,2749999.8
52,1,0,1,1,26,1.15,1.46,5500000,2749999.8
53,1,0,1,1,27,1.15,1.46,5000000,2749999.8
56,1,0,1,1,20,1.15,1.46,5000000,2749999.8
65,1,0,1,1,17,1.15,1.46,5000000,2749999.8
64,1,0,1,1,15,1.15,1.46,5000000,2749999.8
64,1,0,1,1,16,1.15,1.46,5000000,2749999.8
61,1,0,1,1,18,1.15,1.46,5000000,2749999.8
63,1,0,1,1,16,1.15,1.46,5000000,2749999.8
60,1,0,1,1,17,1.05,1.46,4600000,2743206.6
66,1,0,1,1,20,1.05,1.46,4600000,2743206.6
56,1,0,1,1,28,1.05,1.46,4600000,2743206.6
63,1,0,1,1,17,1.05,1.46,5000000,2738589.6
53,1,0,1,1,24,1.05,1.46,4600000,2735259.6
58,1,0,1,1,30,0.98,1.46,4700000,2733971.4
64,1,0,1,1,17,1.15,1.46,5200000,2730000
67,1,0,1,1,18,1.05,1.46,4700000,2728525.2
50,1,0,1,1,29,1.05,1.46,4600000,2725599
44,1,1,1,1,25,1.15,1.46,21000000,2719702.8
67,0,0,1,1,16,1.05,1.46,4600000,2717986.2
69,1,0,1,1,19,1.05,1.46,4600000,2715985.2
54,1,0,1,1,21,1.05,1.46,4600000,2715985.2
50,1,0,1,1,29,1.05,1.46,5000000,2715532.8
66,1,0,1,1,17,1.05,1.46,4800000,2714724.6
59,1,0,1,1,25,1.05,1.46,4600000,2714302.8
61,1,0,1,1,16,1.05,1.46,4700000,2713416.6
62,1,0,1,1,15,1.05,1.46,5000000,2701667.4
59,1,0,1,1,21,1.05,1.46,4500000,2700000
65,1,0,1,1,20,1.05,1.46,4500000,2700000
52,1,0,1,1,20,1.05,1.46,4500000,2700000
55,1,0,1,1,30,1.05,1.46,4500000,2700000
67,1,0,1,1,17,1.05,1.46,4800000,2689555.2
60,1,0,1,1,19,1.05,1.46,4480000,2688000
50,1,0,1,1,21,1.05,1.46,5000000,2686786.2
54,1,0,1,1,28,1.05,1.46,4700000,2686034.4
69,1,0,1,1,17,1.05,1.46,4500000,2683571.4
61,1,0,1,1,15,1.05,1.46,4500000,2683571.4
53,1,0,1,1,22,1.05,1.46,4621480,2678323.2
51,1,0,1,1,30,1.05,1.46,4520000,2678197.2
58,1,0,1,1,24,1.15,1.46,5100000,2677500
67,1,0,1,1,18,1.05,1.46,4500000,2677472.4
61,1,0,1,1,17,1.05,1.46,4500000,2668640.4
70,0,0,1,1,15,1.05,1.46,4500000,2666347.2
54,1,0,1,1,23,1.05,1.46,4500000,2666347.2
58,1,0,1,1,24,1.05,1.46,4500000,2666347.2
62,1,0,1,1,18,1.15,1.46,4840000,2662000.2
64,1,0,1,1,18,1.05,1.46,4460000,2659717.2
56,1,0,1,1,25,1.05,1.46,4500000,2655871.2
67,1,0,1,1,19,1.05,1.46,4460000,2652012.6
51,1,0,1,1,26,1.15,1.46,4600000,2644999.8
69,1,0,1,1,20,1.15,1.46,4800000,2640000
69,1,0,1,1,17,1.15,1.46,4800000,2640000
57,1,0,1,1,28,1.05,1.46,4500000,2637563.4
68,0,1,1,1,18,1.16,1.46,2900000,2635998.6
65,1,0,1,1,19,1.05,1.46,4500000,2635429.8
53,1,0,1,1,28,1.05,1.46,4500000,2635429.8
50,0,0,1,1,22,1.05,1.46,4500000,2630451.6
53,1,0,1,1,26,1.05,1.46,4500000,2626278.6
65,0,0,1,1,18,1.15,1.46,7500000,2625000
59,1,0,1,1,29,1.15,1.46,5000000,2625000
67,1,0,1,1,15,1.15,1.46,5000000,2625000
58,1,0,1,1,23,1.15,1.46,5000000,2625000
61,1,0,1,1,16,1.15,1.46,5000000,2625000
65,1,0,1,1,20,1.15,1.46,5000000,2625000
60,1,0,1,1,20,1.15,1.46,5000000,2625000
58,1,0,1,1,24,1.15,1.46,5000000,2625000
57,1,0,1,1,26,1.05,1.46,4400000,2623936.2
66,1,0,1,1,19,1.05,1.46,4500000,2621422.2
70,1,0,1,1,16,1.05,1.46,4530000,2614381.2
61,0,0,1,1,15,1.05,1.46,4700000,2613277.8
58,1,0,1,1,29,1.15,1.46,5500000,2612500.2
63,1,0,1,1,18,1.15,1.46,5500000,2612500.2
59,1,0,1,1,30,1.05,1.46,4400000,2610932.4
60,1,0,1,1,18,1.05,1.46,4400000,2609337
56,1,0,1,1,26,1.15,1.46,4970000,2609250
64,1,0,1,1,17,1.05,1.46,4600000,2608815
53,1,0,1,1,27,1.05,1.46,4400000,2607094.8
69,1,0,1,1,16,1.05,1.46,4500000,2605033.8
60,1,0,1,1,19,1.15,1.46,5200000,2599999.8
64,1,0,1,1,15,1.05,1.46,4370000,2589319.2
68,1,0,1,1,16,1.15,1.46,4500000,2587500
65,1,0,1,1,20,1.15,1.46,4500000,2587500
64,1,0,1,1,19,1.05,1.46,4370000,2584595.4
66,1,0,1,1,18,1.05,1.46,4600000,2583568.8
64,1,0,1,1,19,1.05,1.46,4300000,2580000
52,1,0,1,1,23,1.15,1.46,4300000,2580000
70,1,0,1,1,18,1.05,1.46,4400000,2576865
51,1,0,1,1,24,1.15,1.46,4900000,2572500
70,1,0,1,1,18,1.05,1.46,4500000,2568213
64,1,0,1,1,17,1.05,1.46,4500000,2568213
65,1,0,1,1,19,1.05,1.46,4280000,2568000
65,1,0,1,1,20,1.05,1.46,4280000,2568000
51,1,0,1,1,28,1.15,1.46,5700000,2565000
54,1,0,1,1,22,1.05,1.46,4360000,2564812.2
58,1,0,1,1,20,1.05,1.46,4300000,2564301.6
53,1,0,1,1,25,1.05,1.46,4400000,2563168.2
62,1,0,1,1,15,1.15,1.46,4650000,2557500
51,0,0,1,1,28,1.15,1.46,8500000,2550000
58,1,0,1,1,28,1.05,1.46,4250000,2550000
57,1,0,1,1,29,1.15,1.46,4500000,2550000
63,1,0,1,1,18,1.05,1.46,4300000,2547843
55,1,0,1,1,29,1.05,1.46,4300000,2547843
52,1,0,1,1,29,1.05,1.46,4300000,2547522.6
58,1,0,1,1,28,1.05,1.46,4500000,2543770.8
68,1,0,1,1,16,1.05,1.46,4250000,2542324.2
55,1,0,1,1,24,0.98,1.46,4400000,2541769.2
69,1,0,1,1,17,1.15,1.46,4420000,2541499.8
58,1,0,1,1,30,1.05,1.46,4400000,2539354.8
59,1,0,1,1,23,1.05,1.46,4600000,2538244.2
62,1,0,1,1,20,1.05,1.46,4390000,2533583.4
69,1,0,1,1,19,1.05,1.46,4400000,2530272.6
61,1,0,1,1,18,1.15,1.46,4400000,2530000.2
60,1,0,1,1,15,1.15,1.46,4400000,2530000.2
53,1,0,1,1,27,1.05,1.46,4500000,2527404
60,1,0,1,1,15,1.05,1.46,4500000,2527404
59,1,0,1,1,26,1.05,1.46,4500000,2527086.6
56,1,0,1,1,23,1.15,1.46,4590000,2524500
66,1,0,1,1,15,1.05,1.46,4200000,2520000
59,1,0,1,1,20,1.05,1.46,4200000,2520000
51,1,0,1,1,30,1.05,1.46,4200000,2520000
55,1,0,1,1,23,1.15,1.46,4800000,2520000
55,1,0,1,1,25,1.05,1.46,4300000,2518299.6
54,1,0,1,1,22,1.05,1.46,4350000,2517417
67,0,0,1,1,16,1.05,1.46,4200000,2504666.4
68,1,0,1,1,19,1.05,1.46,4200000,2504666.4
57,1,0,1,1,28,1.05,1.46,4200000,2504666.4
66,1,0,1,1,19,1.05,1.46,4200000,2504666.4
56,1,0,1,1,30,1.05,1.46,4200000,2504666.4
64,1,0,1,1,20,1.15,1.46,4350000,2501250
63,1,0,1,1,16,1.05,1.46,4180000,2500450.8
51,1,0,1,1,28,1.15,1.46,5000000,2500000.2
52,1,0,1,1,27,1.15,1.46,5000000,2500000.2
70,1,0,1,1,15,1.15,1.46,4340000,2495500.2
67,1,0,1,1,19,1.05,1.46,5000000,2492988.6
51,0,0,1,1,28,1.05,1.46,4300000,2489602.8
66,1,0,1,1,19,1.05,1.46,4300000,2489254.8
70,1,0,1,1,17,1.05,1.46,4200000,2488590.6
58,1,0,1,1,26,1.05,1.46,4260000,2481612.6
51,1,0,1,1,21,1.15,1.46,4500000,2475000
50,1,0,1,1,25,1.15,1.46,4500000,2475000
55,1,0,1,1,27,1.15,1.46,4500000,2475000
58,1,0,1,1,26,1.15,1.46,4500000,2475000
66,1,0,1,1,19,1.15,1.46,4500000,2475000
67,1,0,1,1,20,1.15,1.46,4500000,2475000
66,1,0,1,1,19,1.15,1.46,6300000,2473200
67,1,0,1,1,19,1.15,1.46,4300000,2472499.8
59,1,0,1,1,26,1.05,1.46,4280000,2470099.8
69,1,0,1,1,20,1.15,1.46,4700000,2467500
62,1,0,1,1,15,1.05,1.46,4300000,2464116
67,1,0,1,1,17,1.05,1.46,4200000,2459734.8
51,1,0,1,1,29,1.05,1.46,4200000,2459734.8
63,1,0,1,1,18,1.05,1.46,4120000,2448219.6
70,1,0,1,1,19,1.05,1.46,4400000,2439286.2
58,1,0,1,1,28,1.05,1.46,4200000,2430609.6
68,1,0,1,1,18,1.05,1.46,4120000,2423955
59,1,0,1,1,25,1.05,1.46,4200000,2421898.2
59,1,0,1,1,23,1.15,1.46,4400000,2419999.8
61,1,0,1,1,17,1.15,1.46,4400000,2419999.8
65,1,0,1,1,16,1.05,1.46,4100000,2419269.6
58,1,0,1,1,20,1.15,1.46,4200000,2415000
62,1,0,1,1,19,1.15,1.46,4200000,2415000
61,1,0,1,1,19,1.05,1.46,4170000,2406615.6
61,1,0,1,1,17,1.05,1.46,4170000,2406615.6
52,1,0,1,1,30,1.05,1.46,4010000,2406000
55,1,0,1,1,23,1.05,1.46,4100000,2401169.4
69,0,0,1,1,16,1.15,1.46,4500000,2400000
70,0,0,1,1,16,1.05,1.46,4000000,2400000
59,1,0,1,1,21,1.05,1.46,4000000,2400000
61,1,0,1,1,17,1.05,1.46,4000000,2400000
63,1,0,1,1,16,1.05,1.46,4000000,2400000
53,1,0,1,1,29,1.05,1.46,4000000,2400000
66,1,0,1,1,17,1.05,1.46,4000000,2400000
63,1,0,1,1,19,1.05,1.46,4000000,2400000
59,1,0,1,1,24,1.05,1.46,4000000,2400000
53,1,0,1,1,22,1.05,1.46,4000000,2400000
70,1,0,1,1,18,1.05,1.46,4000000,2400000
51,1,0,1,1,29,1.15,1.46,4000000,2400000
61,1,0,1,1,20,1.15,1.46,4000000,2400000
70,1,0,1,1,19,1.15,1.46,4000000,2400000
55,1,0,1,1,25,1.15,1.46,4000000,2400000
55,1,0,1,1,29,1.15,1.46,6000000,2400000
63,1,0,1,1,20,1.2,1.46,12000000,2400000
65,1,0,1,1,19,0,1.46,4000000,2400000
54,1,0,1,1,26,1.05,1.46,4050000,2399712.6
52,0,0,1,1,26,1.05,1.46,4100000,2394396
64,1,0,1,1,19,1.05,1.46,4260000,2393092.2
64,1,0,1,1,17,1.15,1.46,4150000,2386249.8
67,1,0,1,1,16,1.05,1.46,4000000,2385396.6
55,1,0,1,1,25,1.05,1.46,4000000,2385396.6
59,1,0,1,1,29,1.05,1.46,4000000,2385396.6
56,1,0,1,1,21,1.05,1.46,4000000,2385396.6
62,1,0,1,1,18,1.05,1.46,4000000,2385396.6
67,1,0,1,1,20,1.05,1.46,4000000,2385396.6
64,1,0,1,1,16,1.05,1.46,4000000,2385396.6
62,0,0,1,1,19,1.05,1.46,4000000,2379975.6
59,1,0,1,1,30,1.05,1.46,4000000,2379975.6
52,1,0,1,1,29,1.15,1.46,4800000,2379130.2
70,1,0,1,1,15,1.05,1.46,4000000,2377708.2
65,1,0,1,1,16,1.05,1.46,3960000,2376000
70,1,0,1,1,18,1.15,1.46,5000000,2374999.8
64,1,0,1,1,17,1.15,1.46,5000000,2374999.8
52,1,0,1,1,21,1.15,1.46,5000000,2374999.8
52,1,0,1,1,22,1.05,1.46,4060000,2373252
67,1,0,1,1,15,1.05,1.46,4000000,2370086.4
61,1,0,1,1,18,1.05,1.46,4000000,2370086.4
65,1,0,1,1,16,1.05,1.46,4000000,2370086.4
51,1,0,1,1,27,1.05,1.46,4000000,2370086.4
57,1,0,1,1,29,1.05,1.46,4000000,2365762.8
58,1,0,1,1,24,1.15,1.46,4300000,2365000.2
66,0,0,1,1,16,1.05,1.46,4000000,2363466.6
58,1,0,1,1,24,1.15,1.46,4500000,2362500
55,1,0,1,1,29,1.15,1.46,4500000,2362500
63,1,0,1,1,19,1.15,1.46,4500000,2362500
70,1,0,1,1,16,1.15,1.46,4500000,2362500
60,1,0,1,1,16,1.15,1.46,4500000,2362500
60,1,0,1,1,16,1.05,1.46,4200000,2362098.6
56,0,0,1,1,30,1.05,1.46,4000000,2360263.2
57,1,0,1,1,30,1.05,1.46,4000000,2360263.2
68,1,0,1,1,17,1.05,1.46,4000000,2360263.2
67,1,0,1,1,16,1.05,1.46,4000000,2360263.2
68,1,0,1,1,20,1.15,1.46,4100000,2357500.2
52,0,0,1,1,24,1.05,1.46,4000000,2354647.2
59,0,0,1,1,25,1.05,1.46,4200000,2354499.6
67,1,0,1,1,15,1.05,1.46,4100000,2354118.6
70,1,0,1,1,20,1.05,1.46,3920000,2352000
66,1,0,1,1,19,1.05,1.46,4000000,2350822.8
53,1,0,1,1,20,1.15,1.46,4270000,2348500.2
58,1,0,1,1,20,1.05,1.46,4100000,2347666.8
51,1,0,1,1,21,1.05,1.46,4000000,2342604.6
70,1,0,1,1,19,1.05,1.46,3950000,2340460.2
57,1,0,1,1,29,1.05,1.46,3900000,2340000
64,1,0,1,1,19,1.15,1.46,5500000,2337499.8
70,1,0,1,1,19,1.15,1.46,5500000,2337499.8
58,1,0,1,1,25,1.05,1.46,4000000,2334469.8
69,0,0,1,1,19,1.05,1.46,4000000,2329747.8
62,1,0,1,1,17,1.05,1.46,3880000,2328000
59,1,0,1,1,25,1.05,1.46,4000000,2325535.2
63,1,0,1,1,16,1.05,1.46,3950000,2323937.4
50,1,0,1,1,22,1.05,1.46,3900000,2319024.6
62,1,0,1,1,19,1.05,1.46,3860000,2316000
58,1,0,1,1,23,1.05,1.46,4000000,2315909.4
59,1,0,1,1,20,1.05,1.46,4000000,2315909.4
54,1,0,1,1,27,1.05,1.46,4000000,2314866.6
65,1,0,1,1,16,1.05,1.46,3880000,2313835.2
59,1,0,1,1,25,1.05,1.46,4500000,2310061.2
55,1,0,1,1,26,1.15,1.46,4400000,2310000
62,1,0,1,1,20,1.15,1.46,4200000,2310000
57,1,0,1,1,30,1.05,1.46,4000000,2306569.8
69,1,0,1,1,19,1.15,1.46,4000000,2299999.8
60,1,0,1,1,16,1.15,1.46,4000000,2299999.8
58,1,0,1,1,28,1.15,1.46,4000000,2299999.8
52,1,0,1,1,27,1.15,1.46,4600000,2299999.8
51,1,0,1,1,24,1.15,1.46,4000000,2299999.8
59,1,0,1,1,25,1.15,1.46,4000000,2299999.8
50,1,0,1,1,24,1.15,1.46,4600000,2299999.8
68,1,0,1,1,19,1.05,1.46,4000000,2292201
70,1,0,1,1,20,1.05,1.46,4000000,2290138.8
53,1,0,1,1,25,1.05,1.46,4000000,2286583.8
65,1,0,1,1,16,1.15,1.46,4570000,2284999.8
59,1,0,1,1,25,1.05,1.46,3930000,2284838.4
69,1,0,1,1,16,1.05,1.46,3900000,2284039.2
52,1,0,1,1,27,1.05,1.46,3900000,2284039.2
60,0,0,1,1,17,1.05,1.46,4000000,2282856
58,1,0,1,1,30,1.05,1.46,3800000,2280000
67,1,0,1,1,15,1.15,1.46,4800000,2280000
67,1,0,1,1,17,1.15,1.46,4340000,2278500
56,1,0,1,1,23,1.05,1.46,3900000,2271899.4
63,1,0,1,1,20,1.05,1.46,4000000,2269071.6
60,1,0,1,1,19,1.05,1.46,4000000,2269071.6
58,1,0,1,1,24,0.98,1.46,3900000,2268614.4
65,1,0,1,1,20,1.05,1.46,4000000,2267897.4
58,1,0,1,1,23,1.15,1.46,4000000,2266666.8
59,1,0,1,1,23,1.05,1.46,3800000,2266126.8
50,1,0,1,1,22,1.05,1.46,3800000,2266126.8
65,1,0,1,1,20,1.05,1.46,3800000,2266126.8
67,1,0,1,1,17,1.05,1.46,3800000,2266126.8
61,1,0,1,1,17,1.05,1.46,4000000,2264568.6
56,1,0,1,1,23,1.05,1.46,4100000,2262837
51,1,0,1,1,23,1.15,1.46,4300000,2257500
56,0,0,1,1,30,1.05,1.46,3850000,2254756.8
64,1,0,1,1,17,1.05,1.46,3800000,2251582.2
55,1,0,1,1,28,1.15,1.46,4500000,2250000
56,1,0,1,1,25,1.15,1.46,5000000,2250000
67,1,0,1,1,15,1.15,1.46,4500000,2250000
61,1,0,1,1,17,1.15,1.46,4500000,2250000
63,1,0,1,1,17,1.15,1.46,5000000,2250000
68,1,0,1,1,20,1.05,1.46,4000000,2246581.2
51,1,0,1,1,25,1.05,1.46,3800000,2244540
63,1,0,1,1,19,1.05,1.46,3800000,2242735.8
59,0,0,1,1,28,1.05,1.46,4000000,2242380.6
65,1,0,1,1,19,1.05,1.46,3760000,2242273.2
61,1,0,1,1,17,1.15,1.46,4070000,2238499.8
60,1,0,1,1,18,1.15,1.46,4260000,2236500
53,1,0,1,1,25,1.05,1.46,3870000,2233477.8
57,1,0,1,1,28,1.05,1.46,3800000,2225474.4
51,1,0,1,1,29,1.05,1.46,3800000,2225474.4
68,1,0,1,1,17,1.05,1.46,4000000,2222329.2
70,1,0,1,1,19,1.05,1.46,4000000,2222329.2
66,0,0,1,1,17,1.15,1.46,3700000,2220000
52,1,0,1,1,23,1.05,1.46,3700000,2220000
61,1,0,1,1,16,1.05,1.46,4000000,2217570.6
60,1,0,1,1,19,1.05,1.46,4000000,2212877.4
69,0,0,1,1,18,1.05,1.46,4000000,2212054.8
59,0,0,1,1,22,1.05,1.46,3900000,2211821.4
55,1,0,1,1,24,1.05,1.46,3700000,2207397.6
62,1,0,1,1,20,1.05,1.46,3800000,2207324.4
65,0,0,1,1,16,1.05,1.46,4000000,2206122
52,1,0,1,1,24,1.15,1.46,5500000,2200000.2
58,1,0,1,1,24,1.15,1.46,4000000,2200000.2
66,1,0,1,1,20,1.15,1.46,4000000,2200000.2
69,1,0,1,1,19,1.15,1.46,4000000,2200000.2
70,1,0,1,1,17,1.15,1.46,4000000,2200000.2
53,1,0,1,1,20,1.15,1.46,4000000,2200000.2
58,1,0,1,1,30,1.15,1.46,4000000,2200000.2
67,1,0,1,1,16,1.15,1.46,4000000,2200000.2
63,1,0,1,1,15,1.15,1.46,4000000,2200000.2
64,1,0,1,1,18,1.15,1.46,4000000,2200000.2
52,1,0,1,1,26,1.05,1.46,3800000,2199806.4
55,1,0,1,1,27,1.05,1.46,3800000,2193079.2
55,1,0,1,1,30,1.05,1.46,3700000,2188330.2
50,1,0,1,1,27,1.05,1.46,3690000,2186404.8
50,0,1,1,1,20,1.15,1.46,864000,2185788.6
67,1,0,1,1,20,1.05,1.46,3700000,2183243.4
67,1,0,1,1,16,1.05,1.46,3660000,2182638
56,1,0,1,1,28,1.05,1.46,3900000,2178925.8
62,0,0,1,1,18,1.05,1.46,3700000,2176560.6
61,1,0,1,1,17,1.05,1.46,3700000,2176560.6
57,1,0,1,1,20,1.15,1.46,5800000,2175000
60,1,0,1,1,19,1.15,1.46,3950000,2172499.8
63,1,0,1,1,19,1.05,1.46,3700000,2166909
50,1,0,1,1,24,1.05,1.46,3600000,2159258.4
53,1,0,1,1,26,1.05,1.46,3630000,2158476.6
59,1,0,1,1,22,1.05,1.46,3600000,2153498.4
55,0,0,1,1,25,1.05,1.46,3600000,2146857
53,1,0,1,1,29,1.15,1.46,3900000,2145000
52,1,0,1,1,22,1.15,1.46,3890000,2139499.8
61,0,0,1,1,18,1.05,1.46,3650000,2137626.6
66,1,0,1,1,19,1.15,1.46,4500000,2137500
65,1,0,1,1,17,1.15,1.46,4500000,2137500
55,1,0,1,1,20,1.05,1.46,3800000,2123056.2
64,1,0,1,1,16,1.05,1.46,3700000,2112049.2
52,1,0,1,1,30,1.05,1.46,3610000,2110206.6
56,1,0,1,1,26,1.05,1.46,3600000,2108344.2
50,0,0,1,1,21,1.15,1.46,7000000,2100000
50,0,0,1,1,20,1.05,1.46,3500000,2100000
53,0,0,1,1,24,1.05,1.46,3500000,2100000
63,0,0,1,1,15,1.05,1.46,3500000,2100000
53,1,0,1,1,22,1.05,1.46,3500000,2100000
54,1,0,1,1,28,1.05,1.46,3500000,2100000
52,1,0,1,1,26,1.05,1.46,3500000,2100000
66,1,0,1,1,20,1.05,1.46,3500000,2100000
60,1,0,1,1,16,1.05,1.46,3500000,2100000
64,1,0,1,1,16,1.15,1.46,4000000,2100000
50,1,0,1,1,21,1.15,1.46,4200000,2100000
52,1,0,1,1,20,1.15,1.46,4000000,2100000
60,1,0,1,1,19,1.15,1.46,4000000,2100000
61,1,0,1,1,16,1.05,1.46,3600000,2097137.4
65,0,0,1,1,15,1.15,1.46,3700000,2096666.4
58,1,0,1,1,29,1.05,1.46,3600000,2095896
57,1,0,1,1,23,1.15,1.46,3800000,2089999.8
63,1,0,1,1,18,1.15,1.46,3800000,2089999.8
56,1,0,1,1,22,1.05,1.46,3500000,2088078.6
60,1,0,1,1,19,1.05,1.46,3500000,2087222.4
65,1,0,1,1,16,1.05,1.46,3500000,2087222.4
55,1,0,1,1,29,1.05,1.46,3500000,2087222.4
55,1,0,1,1,30,1.05,1.46,3500000,2087222.4
66,1,0,1,1,19,1.05,1.46,3500000,2087222.4
60,1,0,1,1,19,1.05,1.46,3500000,2082478.2
56,1,0,1,1,27,1.05,1.46,3500000,2081175.6
51,0,0,1,1,26,1.05,1.46,3500000,2076878.4
51,1,0,1,1,25,1.05,1.46,3700000,2075479.8
69,1,0,1,1,17,1.05,1.46,3500000,2073825.6
55,1,0,1,1,25,1.05,1.46,4500000,2073557.4
60,1,0,1,1,20,1.05,1.46,3600000,2070223.2
53,1,0,1,1,27,1.05,1.46,3450000,2070000
68,1,0,1,1,15,1.05,1.46,3500000,2064693
62,0,0,1,1,16,1.05,1.46,3500000,2064475.2
55,1,0,1,1,30,1.05,1.46,3460000,2063368.2
69,1,0,1,1,15,1.15,1.46,4580000,2061000
54,1,0,1,1,23,1.05,1.46,3500000,2059185
59,1,0,1,1,21,1.05,1.46,3500000,2059185
61,1,0,1,1,15,1.05,1.46,3500000,2058908.4
52,1,0,1,1,22,1.05,1.46,3525000,2057520
53,1,0,1,1,28,1.05,1.46,3460000,2050124.4
68,1,0,1,1,18,1.05,1.46,3500000,2047194
50,1,0,1,1,29,1.05,1.46,3700000,2046727.2
50,1,0,1,1,30,1.05,1.46,3500000,2042661.6
68,1,0,1,1,20,1.15,1.46,4300000,2042500.2
67,1,0,1,1,17,1.15,1.46,4300000,2042500.2
62,1,0,1,1,18,1.05,1.46,3470000,2041260.6
51,1,0,1,1,24,1.05,1.46,3700000,2037485.4
60,1,0,1,1,20,1.15,1.46,3700000,2035000.2
55,1,0,1,1,27,1.05,1.46,3380000,2028000
52,1,0,1,1,27,1.05,1.46,3380000,2028000
53,1,0,1,1,28,1.05,1.46,3400000,2027587.2
68,1,0,1,1,16,1.05,1.46,3400000,2027587.2
65,1,0,1,1,19,1.15,1.46,3860000,2026500
56,1,0,1,1,29,1.05,1.46,3500000,2026420.8
66,1,0,1,1,19,1.05,1.46,3500000,2025810.6
66,0,0,1,1,20,1.15,1.46,4500000,2025000
53,1,0,1,1,24,1.05,1.46,3370000,2022000
64,1,0,1,1,17,1.15,1.46,3500000,2012500.2
55,1,0,1,1,24,1.05,1.46,3400000,2010898.2
58,1,0,1,1,28,1.05,1.46,3400000,2006223.6
64,1,0,1,1,18,1.05,1.46,3400000,2005701.6
70,1,0,1,1,16,1.05,1.46,3340000,2004000
52,1,0,1,1,24,1.05,1.46,3500000,2000760.6
56,0,0,1,1,29,1.15,1.46,4000000,1999999.8
57,1,0,1,1,27,1.15,1.46,5000000,1999999.8
54,1,0,1,1,27,1.15,1.46,4000000,1999999.8
51,1,0,1,1,29,1.15,1.46,5000000,1999999.8
66,1,0,1,1,18,1.15,1.46,5000000,1999999.8
66,1,0,1,1,16,1.15,1.46,4000000,1999999.8
58,1,0,1,1,29,1.15,1.46,4000000,1999999.8
51,1,0,1,1,30,1.15,1.46,4000000,1999999.8
57,0,0,1,1,22,1.05,1.46,3370000,1998514.8
53,1,0,1,1,22,1.15,1.46,3470000,1995250.2
50,1,0,1,1,22,1.15,1.46,3800000,1995000
66,1,0,1,1,16,1.15,1.46,3970000,1984999.8
64,1,0,1,1,15,1.15,1.46,3450000,1983750
54,1,0,1,1,24,1.15,1.46,3450000,1983750
53,0,0,1,1,20,1.05,1.46,3400000,1980630
69,0,0,1,1,17,1.05,1.46,3300000,1980000
61,1,0,1,1,17,1.05,1.46,3300000,1980000
56,1,0,1,1,30,1.05,1.46,3340000,1979022
55,1,0,1,1,29,1.05,1.46,3500000,1973662.2
63,1,0,1,1,17,1.05,1.46,3300000,1967952.6
65,1,0,1,1,20,1.05,1.46,3300000,1967952.6
58,1,0,1,1,28,1.05,1.46,3300000,1967952.6
67,1,0,1,1,17,1.05,1.46,3300000,1967952.6
51,1,0,1,1,24,1.05,1.46,3300000,1967952.6
65,1,0,1,1,20,1.05,1.46,3300000,1967952.6
57,1,0,1,1,24,1.15,1.46,3420000,1966500
60,1,0,1,1,16,1.15,1.46,3270000,1962000
59,1,0,1,1,20,1.15,1.46,4900000,1960000.2
51,1,0,1,1,30,1.15,1.46,4350000,1957500
51,1,0,1,1,26,1.05,1.46,3300000,1957002.6
55,1,0,1,1,22,1.05,1.46,3300000,1957002.6
69,1,0,1,1,20,0.98,1.46,3600000,1956788.4
63,1,0,1,1,15,1.15,1.46,3400000,1954999.8
61,1,0,1,1,18,1.15,1.46,4600000,1954999.8
51,1,0,1,1,20,1.05,1.46,3300000,1951753.8
53,0,0,1,1,24,1.05,1.46,3300000,1947217.2
68,1,0,1,1,15,1.05,1.46,3300000,1947217.2
57,1,0,1,1,29,1.05,1.46,3300000,1946710.8
68,1,0,1,1,18,1.05,1.46,3400000,1943596.2
67,1,0,1,1,19,1.15,1.46,3700000,1942500
60,1,0,1,1,20,1.05,1.46,3400000,1940427.6
69,1,0,1,1,15,1.05,1.46,3270000,1940397.6
70,1,0,1,1,15,1.05,1.46,3250000,1938135
65,0,0,1,1,18,1.05,1.46,3240000,1932171.6
57,1,0,1,1,20,1.05,1.46,3220000,1932000
60,1,0,1,1,20,1.05,1.46,3300000,1931131.2
68,0,0,1,1,15,1.05,1.46,3300000,1928997.6
53,1,0,1,1,29,1.05,1.46,3210000,1926000
58,1,0,1,1,26,1.05,1.46,3400000,1925722.8
56,1,0,1,1,23,1.05,1.46,3300000,1922376
67,1,0,1,1,15,1.05,1.46,3500000,1922181.6
